Time,Height0,Year,MHeight1,MHeight2,FitCoefficients,lati,longi,MHeight3
1985-03-31 05:51:01.827582720,4.82,1985.0,2.3,3.29,2.395404338373839,42.0,-11.0,2.89
1985-04-01 05:21:32.884277312,3.53,1986.0,2.7,3.24,0.9182211868355915,42.0,-10.9,2.49
1985-04-03 02:37:25.165606656,3.92,1987.0,2.46,2.75,0.08288835710777323,42.0,-10.8,2.75
1985-04-04 05:31:34.247370688,3.64,1988.0,2.43,2.18,0.11913255797545985,42.0,-10.7,2.65
1985-04-04 23:38:14.703084544,2.7,1989.0,2.82,1.88,,42.0,-10.6,2.57
1985-04-06 01:46:42.644560832,3.77,1991.0,2.54,1.62,,42.0,-10.5,2.6
1985-04-07 03:30:16.182768640,2.59,1992.0,2.57,1.54,,42.0,-10.4,2.43
1985-04-07 22:50:06.908519616,2.79,1993.0,2.43,1.61,,42.0,-10.3,2.44
1985-04-08 20:36:18.250832960,2.87,1994.0,2.61,1.99,,42.0,-10.2,2.61
1985-04-10 05:49:53.591093248,1.72,1995.0,2.25,2.48,,42.0,-10.1,2.57
1985-04-10 22:28:55.398978304,2.12,1996.0,2.38,2.98,,42.0,-10.0,2.53
1985-04-12 03:44:29.784113088,5.02,1997.0,2.38,3.2,,42.0,-9.9,2.65
1985-04-13 00:52:42.517277440,7.18,1998.0,2.5,,,42.0,-9.8,2.37
1985-04-13 21:23:16.618394048,6.54,1999.0,2.46,,,42.0,-9.7,2.43
1985-04-15 06:35:08.551936000,2.97,2000.0,2.56,,,42.0,-9.6,2.56
1985-04-16 00:28:13.765834432,2.53,2001.0,2.33,,,42.0,-9.5,2.53
1985-04-16 23:44:16.854733952,2.28,2002.0,2.64,,,42.0,-9.4,2.11
1985-04-18 06:43:48.221748416,1.64,2003.0,2.39,,,42.0,-9.3,2.44
1985-04-18 22:09:45.741727680,1.75,2004.0,2.44,,,42.0,-9.2,2.31
1985-04-20 07:21:42.327777984,1.35,2005.0,2.28,,,42.0,-9.1,2.3
1985-04-21 06:52:34.013616192,1.87,2006.0,2.45,,,42.0,-9.0,2.52
1985-04-21 22:19:09.065626816,2.95,2007.0,2.43,,,42.0,-8.9,1.94
1985-04-23 00:02:48.697153984,2.18,2008.0,2.53,,,42.1,-11.0,2.61
1985-04-24 07:01:19.444754688,1.98,2009.0,2.5,,,42.1,-10.9,2.6
1985-04-24 22:28:02.198529088,1.71,2010.0,2.16,,,42.1,-10.8,2.64
1985-04-26 02:28:06.453950784,1.88,2011.0,2.48,,,42.1,-10.7,2.72
1985-04-27 07:11:37.453443968,2.02,2012.0,2.34,,,42.1,-10.6,2.6
1985-04-28 00:18:53.475740608,2.65,2013.0,2.54,,,42.1,-10.5,2.66
1985-04-28 22:07:39.773925568,1.21,2014.0,2.59,,,42.1,-10.4,2.38
1985-04-30 05:38:49.744140544,1.35,2015.0,2.58,,,42.1,-10.3,2.61
1985-05-01 00:41:50.148551616,1.21,2016.0,2.26,,,42.1,-10.2,2.6
1985-05-02 07:57:25.958409920,1.69,2017.0,2.28,,,42.1,-10.1,2.56
1985-05-03 02:20:46.281099712,1.48,2018.0,2.46,,,42.1,-10.0,2.56
1985-05-04 00:42:46.213638784,1.32,2019.0,2.36,,,42.1,-9.9,2.61
1985-05-06 03:37:21.765539200,2.79,2020.0,2.48,,,42.1,-9.8,2.72
1985-05-07 07:07:55.732638336,1.94,2021.0,2.18,,,42.1,-9.7,2.43
1985-05-09 02:35:00.213400192,2.5,2022.0,2.31,,,42.1,-9.6,2.51
1985-05-12 04:41:02.010155904,1.05,2023.0,2.33,,,42.1,-9.5,2.52
1985-05-13 09:01:29.396483968,1.5,2024.0,2.39,,,42.1,-9.4,2.31
1985-05-14 08:32:30.712633216,1.23,,,,,42.1,-9.3,2.37
1985-05-14 23:58:39.051339072,1.92,,,,,42.1,-9.2,2.36
1985-05-16 00:27:16.522997376,2.63,,,,,42.1,-9.1,2.24
1985-05-17 08:40:46.743607872,1.35,,,,,42.1,-9.0,2.37
1985-05-20 08:49:59.665127808,1.14,,,,,42.1,-8.9,2.23
1985-05-21 00:15:02.984373696,1.52,,,,,42.2,-11.0,2.61
1985-05-22 09:28:36.999219072,0.6,,,,,42.2,-10.9,2.63
1985-05-23 07:04:47.110932800,1.08,,,,,42.2,-10.8,2.69
1985-05-24 08:30:02.585115072,1.39,,,,,42.2,-10.7,2.62
1985-05-25 01:56:39.592321152,1.95,,,,,42.2,-10.6,2.64
1985-05-26 09:08:41.914288704,1.87,,,,,42.2,-10.5,2.62
1985-05-27 00:31:46.430609664,0.51,,,,,42.2,-10.4,2.68
1985-05-28 09:46:02.011505664,1.51,,,,,42.2,-10.3,2.49
1985-05-29 01:11:17.335027904,1.85,,,,,42.2,-10.2,2.68
1985-05-30 00:43:06.513592768,1.69,,,,,42.2,-10.1,2.63
1985-06-01 07:24:25.608018688,1.16,,,,,42.2,-10.0,2.54
1985-06-02 01:13:39.242511104,1.5,,,,,42.2,-9.9,2.65
1985-06-03 10:03:40.784149632,1.26,,,,,42.2,-9.8,2.56
1985-06-05 10:41:13.076822976,1.36,,,,,42.2,-9.7,2.43
1985-06-06 10:12:38.538909504,0.93,,,,,42.2,-9.6,2.5
1985-06-09 10:20:56.660212928,1.77,,,,,42.2,-9.5,2.62
1985-06-11 10:58:43.080077568,1.96,,,,,42.2,-9.4,2.31
1985-06-12 10:29:30.773841536,2.02,,,,,42.2,-9.3,2.4
1985-06-14 11:08:06.102564224,1.4,,,,,42.2,-9.2,2.32
1985-06-15 10:40:28.747768384,1.4,,,,,42.2,-9.1,2.25
1985-06-16 10:09:32.468437312,0.8,,,,,42.2,-9.0,2.19
1985-06-17 11:16:52.622721536,1.02,,,,,42.2,-8.9,2.73
1985-06-18 10:48:25.088098048,1.21,,,,,42.2,-8.8,1.69
1985-06-20 09:34:29.551226496,1.56,,,,,42.3,-11.0,2.88
1985-06-21 10:57:33.731291264,2.54,,,,,42.3,-10.9,2.58
1985-06-22 04:11:49.422169216,4.04,,,,,42.3,-10.8,2.62
1985-06-23 09:37:27.146952320,2.62,,,,,42.3,-10.7,2.58
1985-06-24 11:05:52.722556160,1.73,,,,,42.3,-10.6,2.65
1985-06-25 02:42:09.130639040,1.48,,,,,42.3,-10.5,2.64
1985-06-26 09:59:37.593593024,1.03,,,,,42.3,-10.4,2.68
1985-06-27 05:34:56.843087168,1.24,,,,,42.3,-10.3,2.5
1985-06-28 02:40:00.482312576,0.62,,,,,42.3,-10.2,2.63
1985-06-29 08:15:29.342395968,1.06,,,,,42.3,-10.1,2.45
1985-06-30 03:17:19.077799616,1.11,,,,,42.3,-10.0,2.65
1985-07-01 02:50:01.573243328,0.6,,,,,42.3,-9.9,2.68
1985-07-01 22:41:12.767319296,0.86,,,,,42.3,-9.8,2.65
1985-07-02 12:01:07.207385856,1.29,,,,,42.3,-9.7,2.71
1985-07-04 12:38:43.491997120,1.36,,,,,42.3,-9.6,2.5
1985-07-05 12:09:23.491818880,1.21,,,,,42.3,-9.5,2.48
1985-07-07 12:47:37.511102016,2.32,,,,,42.3,-9.4,2.39
1985-07-08 12:19:58.149553408,1.93,,,,,42.3,-9.3,2.37
1985-07-10 12:56:14.025428800,0.93,,,,,42.3,-9.2,2.34
1985-07-11 14:21:09.624844032,1.9,,,,,42.3,-9.1,2.3
1985-07-13 13:05:13.426204736,1.16,,,,,42.3,-9.0,2.13
1985-07-14 12:37:34.176490944,2.25,,,,,42.3,-8.9,2.16
1985-07-15 12:06:49.166145856,0.48,,,,,42.3,-8.8,2.16
1985-07-16 13:14:00.729213248,1.6,,,,,42.4,-11.0,2.72
1985-07-17 12:45:54.512178688,2.71,,,,,42.4,-10.9,2.59
1985-07-18 12:15:35.930664512,2.33,,,,,42.4,-10.8,2.67
1985-07-19 13:22:43.824190848,2.77,,,,,42.4,-10.7,2.45
1985-07-20 12:54:13.759045760,2.12,,,,,42.4,-10.6,2.6
1985-07-21 14:00:16.947115264,2.62,,,,,42.4,-10.5,2.73
1985-07-22 13:31:16.618678336,2.04,,,,,42.4,-10.4,2.64
1985-07-24 14:09:11.935368448,1.56,,,,,42.4,-10.3,2.61
1985-07-25 13:40:01.056122432,1.08,,,,,42.4,-10.2,2.49
1985-07-27 14:18:08.944040960,2.33,,,,,42.4,-10.1,2.49
1985-07-28 13:48:43.967471424,1.96,,,,,42.4,-10.0,2.62
1985-07-30 14:27:01.589006656,2.16,,,,,42.4,-9.9,2.61
1985-07-31 13:57:58.590307904,1.08,,,,,42.4,-9.8,2.63
1985-08-02 14:35:50.556615168,2.33,,,,,42.4,-9.7,2.64
1985-08-03 14:07:50.486458304,3.67,,,,,42.4,-9.6,2.42
1985-08-04 13:37:14.229167552,0.49,,,,,42.4,-9.5,2.43
1985-08-05 14:44:35.100972864,4.77,,,,,42.4,-9.4,2.41
1985-08-06 14:16:41.537683392,2.14,,,,,42.4,-9.3,2.26
1985-08-07 13:46:19.478986880,1.38,,,,,42.4,-9.2,2.57
1985-08-08 14:53:25.182812416,2.23,,,,,42.4,-9.1,2.33
1985-08-09 14:25:23.742897600,3.13,,,,,42.4,-9.0,1.96
1985-08-11 15:02:14.000715584,2.94,,,,,42.4,-8.9,1.7
1985-08-12 14:33:38.868164032,1.23,,,,,42.4,-8.8,2.76
1985-08-13 15:39:45.773435392,1.58,,,,,42.4,-8.7,2.03
1985-08-14 15:10:41.767071680,2.62,,,,,42.5,-11.0,2.63
1985-08-15 14:41:26.424277376,1.7,,,,,42.5,-10.9,2.67
1985-08-16 15:48:31.231250176,1.45,,,,,42.5,-10.8,2.59
1985-08-17 15:19:51.853094400,0.84,,,,,42.5,-10.7,2.51
1985-08-19 15:57:32.196134144,2.23,,,,,42.5,-10.6,2.75
1985-08-20 15:28:14.438679424,2.49,,,,,42.5,-10.5,2.73
1985-08-22 16:06:28.285713984,1.13,,,,,42.5,-10.4,2.56
1985-08-23 15:37:31.019531456,2.03,,,,,42.5,-10.3,2.66
1985-08-25 17:40:28.962787520,2.94,,,,,42.5,-10.2,2.44
1985-08-26 15:46:57.313870592,1.82,,,,,42.5,-10.1,2.53
1985-08-27 15:16:54.916540288,1.09,,,,,42.5,-10.0,2.65
1985-08-28 19:18:42.324218752,2.23,,,,,42.5,-9.9,2.57
1985-08-29 15:56:13.654233728,1.9,,,,,42.5,-9.8,2.7
1985-08-30 15:25:43.800402688,0.94,,,,,42.5,-9.7,2.69
1985-08-31 20:52:43.648812160,2.52,,,,,42.5,-9.6,2.46
1985-09-01 16:04:29.104308352,2.64,,,,,42.5,-9.5,2.49
1985-09-02 15:34:28.985242240,1.65,,,,,42.5,-9.4,2.38
1985-09-03 21:02:25.503864768,2.86,,,,,42.5,-9.3,2.35
1985-09-04 16:13:43.121744896,0.98,,,,,42.5,-9.2,2.61
1985-09-06 19:15:53.372103360,1.37,,,,,42.5,-9.1,2.28
1985-09-07 16:22:24.693748032,2.58,,,,,42.5,-9.0,1.63
1985-09-08 17:27:55.867599168,1.22,,,,,42.5,-8.9,2.13
1985-09-09 16:59:07.856072192,0.95,,,,,42.6,-11.0,2.59
1985-09-11 17:36:45.985085184,1.55,,,,,42.6,-10.9,3.02
1985-09-12 17:07:36.506879488,1.22,,,,,42.6,-10.8,2.51
1985-09-14 17:45:54.094210112,2.13,,,,,42.6,-10.7,2.59
1985-09-15 17:16:33.284439424,2.75,,,,,42.6,-10.6,2.83
1985-09-17 18:09:50.710937664,2.3,,,,,42.6,-10.5,2.59
1985-09-18 17:27:03.659505664,2.32,,,,,42.6,-10.4,2.58
1985-09-19 16:56:35.796876416,0.49,,,,,42.6,-10.3,2.74
1985-09-20 21:24:12.197006848,1.62,,,,,42.6,-10.2,2.65
1985-09-21 17:35:56.303668736,3.02,,,,,42.6,-10.1,2.64
1985-09-22 17:05:05.870151104,1.32,,,,,42.6,-10.0,2.66
1985-09-23 22:15:46.932800896,1.76,,,,,42.6,-9.9,2.57
1985-09-24 17:44:36.208594432,1.45,,,,,42.6,-9.8,2.71
1985-09-26 18:21:00.415904704,2.07,,,,,42.6,-9.7,2.79
1985-10-08 18:54:41.153411328,3.14,,,,,42.6,-9.6,2.5
1985-10-26 11:43:37.388888832,1.14,,,,,42.6,-9.5,2.46
1985-11-03 20:44:26.141826368,1.4,,,,,42.6,-9.4,2.38
1985-11-06 12:47:42.646701568,5.44,,,,,42.6,-9.3,2.41
1985-11-08 00:15:52.534969664,2.98,,,,,42.6,-9.2,2.6
1985-11-09 12:56:26.634548736,10.21,,,,,42.6,-9.1,2.28
1985-11-16 22:26:00.118304064,2.68,,,,,42.6,-9.0,1.53
1985-11-17 21:57:08.340010752,2.77,,,,,42.6,-8.9,2.85
1985-11-19 22:34:47.500678784,2.79,,,,,42.6,-8.8,4.48
1985-11-20 22:05:38.545918400,1.83,,,,,42.6,-1.1,2.21
1985-11-22 22:43:46.788862208,0.77,,,,,42.7,-11.0,3.08
1985-11-23 22:15:11.845224000,1.03,,,,,42.7,-10.9,2.86
1985-11-24 13:41:03.464845824,2.06,,,,,42.7,-10.8,2.47
1985-11-26 22:24:16.535325312,0.88,,,,,42.7,-10.7,2.74
1985-11-27 13:49:52.808387392,1.73,,,,,42.7,-10.6,2.84
1985-11-28 13:20:47.195651904,1.72,,,,,42.7,-10.5,2.6
1985-11-29 22:32:22.849676032,2.65,,,,,42.7,-10.4,2.65
1985-11-30 13:58:16.521004160,3.04,,,,,42.7,-10.3,2.72
1985-12-01 13:29:07.180803200,2.94,,,,,42.7,-10.2,2.64
1985-12-02 19:54:10.775101824,3.67,,,,,42.7,-10.1,2.67
1985-12-03 14:06:32.810830208,4.03,,,,,42.7,-10.0,2.83
1985-12-04 23:18:59.848512064,2.68,,,,,42.7,-9.9,2.54
1985-12-05 18:08:53.473052800,3.18,,,,,42.7,-9.8,2.72
1985-12-06 14:37:32.661830080,3.33,,,,,42.7,-9.7,2.56
1985-12-07 23:26:36.515624576,2.61,,,,,42.7,-9.6,2.35
1985-12-08 14:53:12.730902592,2.76,,,,,42.7,-9.5,2.4
1985-12-10 23:35:36.371795264,2.49,,,,,42.7,-9.4,2.44
1985-12-13 00:14:07.284167552,2.37,,,,,42.7,-9.3,2.27
1985-12-13 23:44:59.417798976,2.37,,,,,42.7,-9.2,2.43
1985-12-16 00:22:37.841488832,1.5,,,,,42.7,-9.1,2.03
1985-12-16 23:52:53.450644736,1.35,,,,,42.7,-9.0,1.47
1985-12-19 00:31:51.917463424,3.95,,,,,42.7,-7.7,5.44
1985-12-20 00:02:38.247000896,3.87,,,,,42.8,-11.0,2.81
1985-12-22 00:40:51.365881856,8.13,,,,,42.8,-10.9,2.66
1985-12-23 00:12:00.553292800,4.46,,,,,42.8,-10.8,2.53
1985-12-23 23:42:12.382472128,0.91,,,,,42.8,-10.7,2.57
1985-12-25 00:49:27.854599040,5.55,,,,,42.8,-10.6,2.93
1985-12-26 00:21:54.173524800,5.33,,,,,42.8,-10.5,2.45
1985-12-26 23:51:07.901515456,3.13,,,,,42.8,-10.4,2.64
1985-12-28 00:58:25.907081024,3.65,,,,,42.8,-10.3,2.67
1985-12-29 00:29:54.408643584,2.66,,,,,42.8,-10.2,2.48
1985-12-29 23:59:52.006006464,2.46,,,,,42.8,-10.1,2.65
1985-12-31 01:06:53.898972864,4.5,,,,,42.8,-10.0,2.73
1986-01-01 00:38:14.548616512,3.15,,,,,42.8,-9.9,2.79
1986-01-03 01:15:42.907145216,7.08,,,,,42.8,-9.8,2.61
1986-01-05 01:53:14.162060800,3.12,,,,,42.8,-9.7,2.65
1986-01-06 01:24:10.160932800,6.57,,,,,42.8,-9.6,2.34
1986-01-08 02:02:04.160657664,5.69,,,,,42.8,-9.5,2.4
1986-01-09 01:32:55.279208192,3.18,,,,,42.8,-9.4,2.45
1986-01-11 02:11:03.783467392,4.75,,,,,42.8,-9.3,2.39
1986-01-12 01:41:29.723169088,4.52,,,,,42.8,-9.2,2.2
1986-01-14 02:19:53.162485696,3.85,,,,,42.8,-9.1,3.1
1986-01-15 01:51:16.779060992,4.35,,,,,42.8,-9.0,1.44
1986-01-16 01:21:23.654017728,3.91,,,,,42.9,-11.0,2.91
1986-01-17 02:28:06.326265344,2.35,,,,,42.9,-10.9,2.65
1986-01-18 02:00:20.526510784,2.35,,,,,42.9,-10.8,2.67
1986-01-19 01:29:59.639648192,0.43,,,,,42.9,-10.7,2.56
1986-01-20 02:37:19.712239552,4.82,,,,,42.9,-10.6,2.76
1986-01-21 02:07:35.013858048,2.99,,,,,42.9,-10.5,2.64
1986-01-22 01:38:58.163437376,2.14,,,,,42.9,-10.4,2.63
1986-01-23 02:46:03.573122944,6.51,,,,,42.9,-10.3,2.82
1986-01-24 02:18:11.958899072,6.03,,,,,42.9,-10.2,2.63
1986-01-25 01:47:39.048706496,5.31,,,,,42.9,-10.1,2.58
1986-01-26 02:54:45.659054144,2.16,,,,,42.9,-10.0,2.68
1986-01-27 02:26:44.855782144,4.25,,,,,42.9,-9.9,2.64
1986-01-28 03:32:16.483642432,3.62,,,,,42.9,-9.8,2.61
1986-01-29 03:03:12.729693056,5.04,,,,,42.9,-9.7,2.77
1986-01-30 02:33:26.679684288,1.45,,,,,42.9,-9.6,2.48
1986-01-31 03:41:02.452392384,5.88,,,,,42.9,-9.5,2.38
1986-02-01 03:11:59.755991808,2.68,,,,,42.9,-9.4,2.59
1986-02-03 03:50:05.263184064,4.35,,,,,42.9,-9.3,2.7
1986-02-04 03:20:37.692618880,1.52,,,,,42.9,-9.2,2.04
1986-02-06 03:58:50.097656128,2.17,,,,,42.9,-2.5,16.23
1986-02-07 03:30:13.590117952,2.01,,,,,43.0,-11.0,2.86
1986-02-09 04:07:35.527080064,2.19,,,,,43.0,-10.9,2.68
1986-02-10 03:39:22.949590912,2.97,,,,,43.0,-10.8,2.26
1986-02-12 04:16:22.677965376,3.07,,,,,43.0,-10.7,2.5
1986-02-13 03:47:45.459049536,3.82,,,,,43.0,-10.6,2.89
1986-02-14 03:17:55.364366592,1.79,,,,,43.0,-10.5,2.65
1986-02-15 04:25:01.563838144,3.97,,,,,43.0,-10.4,2.58
1986-02-16 03:56:23.352989632,2.75,,,,,43.0,-10.3,2.84
1986-02-17 03:26:35.687144192,2.99,,,,,43.0,-10.2,2.65
1986-02-18 04:33:46.528480896,3.72,,,,,43.0,-10.1,2.74
1986-02-21 04:42:10.751522112,2.49,,,,,43.0,-10.0,2.68
1986-02-22 04:14:23.849609408,1.57,,,,,43.0,-9.9,2.65
1986-02-23 05:19:56.507512128,3.91,,,,,43.0,-9.8,2.52
1986-02-24 04:50:52.059217728,3.66,,,,,43.0,-9.7,2.77
1986-02-27 04:59:20.125872192,2.58,,,,,43.0,-9.6,2.6
1986-03-02 05:08:52.203341952,2.64,,,,,43.0,-9.5,2.55
1986-03-04 05:46:31.580250368,1.37,,,,,43.0,-9.4,2.83
1986-03-05 05:17:55.230259328,4.91,,,,,43.0,-9.3,2.51
1986-03-06 04:48:05.379882816,1.2,,,,,43.0,-3.9,3.33
1986-03-07 05:55:12.267578240,3.87,,,,,43.1,-11.0,2.68
1986-03-09 04:56:44.581012288,2.3,,,,,43.1,-10.9,2.65
1986-03-10 06:03:50.083881472,4.0,,,,,43.1,-10.8,2.28
1986-03-11 05:36:02.147321024,3.38,,,,,43.1,-10.7,2.52
1986-03-12 05:05:26.446288896,2.15,,,,,43.1,-10.6,2.73
1986-03-13 06:12:34.742545536,4.79,,,,,43.1,-10.5,2.66
1986-03-14 05:44:21.670469120,4.34,,,,,43.1,-10.4,2.37
1986-03-15 06:50:01.921875008,3.85,,,,,43.1,-10.3,2.77
1986-03-16 06:21:05.273898624,3.37,,,,,43.1,-10.2,2.71
1986-03-17 05:53:13.138671616,2.85,,,,,43.1,-10.1,2.64
1986-03-19 06:29:28.481355456,3.65,,,,,43.1,-10.0,2.72
1986-03-21 07:07:44.852783232,4.5,,,,,43.1,-9.9,2.67
1986-03-22 06:38:25.962397952,3.3,,,,,43.1,-9.8,2.67
1986-03-25 06:47:18.697237888,5.35,,,,,43.1,-9.7,2.68
1986-03-27 07:25:17.340865472,4.32,,,,,43.1,-9.6,2.64
1986-03-28 06:56:35.745442688,5.36,,,,,43.1,-9.5,2.54
1986-03-29 06:26:47.922526144,0.76,,,,,43.1,-9.4,2.82
1986-03-30 07:33:53.427170112,5.64,,,,,43.1,-9.3,2.55
1986-03-31 07:05:44.356897792,4.79,,,,,43.1,-9.2,2.21
1986-04-01 06:35:35.009198784,1.58,,,,,43.2,-11.0,2.65
1986-04-02 07:42:39.731955264,2.23,,,,,43.2,-10.9,2.84
1986-04-03 07:14:14.481881856,1.79,,,,,43.2,-10.8,2.48
1986-04-04 06:44:14.266667264,1.21,,,,,43.2,-10.7,2.47
1986-04-05 07:51:21.934509376,1.94,,,,,43.2,-10.6,2.74
1986-04-06 07:23:00.383544896,0.96,,,,,43.2,-10.5,2.74
1986-04-09 07:31:41.753125376,1.16,,,,,43.2,-10.4,2.52
1986-04-11 08:08:30.183564288,2.8,,,,,43.2,-10.3,2.75
1986-04-14 08:16:59.063267328,1.95,,,,,43.2,-10.2,2.68
1986-04-17 08:26:17.402082944,2.54,,,,,43.2,-10.1,2.69
1986-04-19 09:04:00.908498944,1.93,,,,,43.2,-10.0,2.85
1986-04-20 08:36:24.444155136,5.91,,,,,43.2,-9.9,2.37
1986-04-22 09:12:44.882812352,5.21,,,,,43.2,-9.8,2.67
1986-04-23 08:44:10.454240832,2.05,,,,,43.2,-9.7,2.68
1986-04-25 09:21:37.687757632,1.35,,,,,43.2,-9.6,2.69
1986-04-26 08:53:41.315937344,2.9,,,,,43.2,-9.5,2.62
1986-04-28 09:30:14.205376064,2.82,,,,,43.2,-9.4,2.91
1986-04-29 09:02:11.284687232,3.26,,,,,43.2,-9.3,2.76
1986-04-30 10:07:33.252604224,3.78,,,,,43.2,-9.2,2.49
1986-05-01 09:38:45.071671168,2.68,,,,,43.2,-9.1,3.06
1986-05-02 09:10:38.588169152,1.89,,,,,43.2,-9.0,1.59
1986-05-03 10:16:17.464439680,3.07,,,,,43.3,-11.0,2.88
1986-05-04 09:47:11.144931776,2.63,,,,,43.3,-10.9,2.77
1986-05-06 10:25:03.880625280,2.79,,,,,43.3,-10.8,2.83
1986-05-07 09:55:39.364967104,2.33,,,,,43.3,-10.7,2.37
1986-05-09 10:34:03.447985216,1.88,,,,,43.3,-10.6,2.72
1986-05-10 10:04:27.893359360,2.43,,,,,43.3,-10.5,2.64
1986-05-12 06:44:45.949189376,2.6,,,,,43.3,-10.4,2.74
1986-05-13 09:37:30.398496576,3.14,,,,,43.3,-10.3,2.7
1986-05-15 10:51:26.810617664,2.07,,,,,43.3,-10.2,2.72
1986-05-16 08:21:49.542969088,1.22,,,,,43.3,-10.1,2.77
1986-05-17 09:53:06.848721472,0.79,,,,,43.3,-10.0,2.82
1986-05-18 11:00:11.228009280,3.37,,,,,43.3,-9.9,2.45
1986-05-19 10:31:58.465402240,1.44,,,,,43.3,-9.8,2.53
1986-05-21 11:08:50.281018496,3.37,,,,,43.3,-9.7,2.66
1986-05-22 10:40:20.326370816,4.38,,,,,43.3,-9.6,2.7
1986-05-24 10:41:25.572793280,3.12,,,,,43.3,-9.5,2.81
1986-05-25 10:48:37.026727616,1.73,,,,,43.3,-9.4,2.91
1986-05-26 11:55:01.957465344,1.76,,,,,43.3,-9.3,2.47
1986-05-27 11:25:58.369472704,2.96,,,,,43.3,-9.2,2.57
1986-05-30 04:07:24.017825728,1.4,,,,,43.3,-9.1,2.8
1986-05-31 03:01:12.170411712,1.92,,,,,43.3,-9.0,2.48
1986-06-01 02:32:03.918945728,1.46,,,,,43.3,-8.9,2.28
1986-06-02 00:53:25.072243776,1.21,,,,,43.3,-8.8,1.88
1986-06-04 21:20:23.858654464,1.25,,,,,43.3,-8.7,1.62
1986-06-06 11:22:57.764973376,2.26,,,,,43.3,-8.6,2.54
1986-06-07 15:41:25.477199360,1.5,,,,,43.3,-8.5,6.62
1986-06-09 00:29:49.477746112,2.45,,,,,43.3,-2.4,2.14
1986-06-10 02:57:52.243839360,1.75,,,,,43.3,-2.3,2.26
1986-06-10 12:38:54.905144640,3.19,,,,,43.3,-2.2,1.92
1986-06-11 18:10:21.453623552,1.67,,,,,43.3,-2.1,1.5
1986-06-13 03:06:22.514593536,1.5,,,,,43.3,-2.0,2.11
1986-06-13 12:47:28.690956992,1.53,,,,,43.4,-11.0,2.75
1986-06-14 12:19:44.614809984,2.92,,,,,43.4,-10.9,2.91
1986-06-16 16:58:47.612295104,1.09,,,,,43.4,-10.8,2.64
1986-06-17 12:27:49.668227904,1.28,,,,,43.4,-10.7,2.68
1986-06-18 13:33:43.723011072,1.45,,,,,43.4,-10.6,2.72
1986-06-19 16:28:16.003302976,1.98,,,,,43.4,-10.5,2.71
1986-06-21 13:42:35.312947136,1.93,,,,,43.4,-10.4,2.85
1986-06-22 13:12:55.936079808,0.61,,,,,43.4,-10.3,2.71
1986-06-24 04:09:53.689061696,0.29,,,,,43.4,-10.2,2.72
1986-06-24 13:51:27.674360832,2.05,,,,,43.4,-10.1,2.71
1986-06-25 13:22:05.704735808,0.87,,,,,43.4,-10.0,2.7
1986-06-27 14:00:16.658018816,1.41,,,,,43.4,-9.9,2.62
1986-06-28 13:31:18.245191680,0.47,,,,,43.4,-9.8,2.58
1986-07-01 05:34:18.221354112,1.45,,,,,43.4,-9.7,2.62
1986-07-01 13:41:28.794035584,0.75,,,,,43.4,-9.6,2.67
1986-07-03 18:12:28.757872768,0.95,,,,,43.4,-9.5,2.74
1986-07-04 13:48:58.871562176,1.16,,,,,43.4,-9.4,2.7
1986-07-05 13:19:18.790623424,0.43,,,,,43.4,-9.3,2.67
1986-07-06 18:16:15.950432448,2.52,,,,,43.4,-9.2,2.65
1986-07-07 13:57:47.400759552,1.97,,,,,43.4,-9.1,2.63
1986-07-08 13:27:50.859374080,1.2,,,,,43.4,-9.0,2.7
1986-07-09 17:58:19.496768704,1.26,,,,,43.4,-8.9,2.53
1986-07-10 14:06:20.734376192,1.27,,,,,43.4,-8.8,2.4
1986-07-12 14:43:30.661418944,0.72,,,,,43.4,-8.7,2.27
1986-07-14 15:21:11.603906688,1.55,,,,,43.4,-8.6,2.31
1986-07-15 14:52:41.661457984,0.94,,,,,43.4,-8.5,4.04
1986-07-17 15:30:03.354720320,1.93,,,,,43.4,-8.4,2.82
1986-07-18 15:00:35.898529536,1.04,,,,,43.4,-8.3,2.62
1986-07-21 15:11:10.622396416,2.25,,,,,43.4,-8.2,0.78
1986-07-23 15:47:32.197492608,1.57,,,,,43.4,-4.8,1.26
1986-07-24 15:19:54.079101504,1.48,,,,,43.4,-4.7,2.38
1986-07-26 15:56:19.490257472,1.72,,,,,43.4,-4.6,1.91
1986-07-27 15:27:42.508927936,2.23,,,,,43.4,-4.5,2.23
1986-07-29 20:57:30.159581568,1.72,,,,,43.4,-4.4,2.21
1986-07-30 15:36:28.784438784,1.53,,,,,43.4,-4.3,2.66
1986-07-31 15:06:23.984378688,1.05,,,,,43.4,-4.2,4.96
1986-08-02 01:48:08.715477120,1.85,,,,,43.4,-4.1,1.92
1986-08-02 15:44:24.950086208,1.92,,,,,43.4,-3.4,2.59
1986-08-03 16:50:59.199835520,1.93,,,,,43.4,-3.3,2.2
1986-08-04 17:34:56.582391168,1.4,,,,,43.4,-3.2,1.9
1986-08-06 16:59:49.550646848,2.09,,,,,43.4,-3.1,1.91
1986-08-07 16:31:11.979326720,2.12,,,,,43.4,-3.0,1.72
1986-08-09 17:08:42.430395136,0.44,,,,,43.4,-2.9,1.7
1986-08-10 16:40:24.765626496,1.32,,,,,43.4,-2.8,2.57
1986-08-12 17:17:29.868055872,0.7,,,,,43.4,-2.7,1.93
